date,userid,startdate,plan,Status,DayOfWeek,Weekend,DaysSinceStart,AI_AutoComplete_Success,AI_Chat_Success,AI_Agent_Success,AI_AutoComplete_Error,AI_Chat_Error,AI_Agent_Error
3/3/2025,80236677,3/3/2025,Free,Active,Monday,False,0,33,4,0,0,0,0
3/3/2025,87667287,3/3/2025,Free,Active,Monday,False,0,49,2,4,0,0,0
3/3/2025,26030935,3/3/2025,Free,Active,Monday,False,0,10,0,0,0,0,0
3/3/2025,86268017,3/3/2025,Free,Active,Monday,False,0,18,1,0,10,2,0
3/3/2025,70042051,3/3/2025,Free,Active,Monday,False,0,36,4,1,0,0,0
3/8/2025,70042051,3/3/2025,Free,Active,Saturday,True,5,31,3,0,0,0,0
3/23/2025,70042051,3/3/2025,Free,Active,Sunday,True,20,26,4,1,0,0,0
4/5/2025,70042051,3/3/2025,Free,Active,Saturday,True,33,50,7,1,0,0,0
3/3/2025,70031867,3/3/2025,Free,Active,Monday,False,0,1,0,0,0,0,3
3/5/2025,70031867,3/3/2025,Free,Active,Wednesday,False,2,10,2,1,0,0,0
3/7/2025,70031867,3/3/2025,Free,Active,Friday,False,4,8,3,0,0,0,0
3/3/2025,95956876,3/3/2025,Free,Active,Monday,False,0,33,0,1,0,0,0
3/6/2025,95956876,3/3/2025,Free,Active,Thursday,False,3,18,2,5,0,0,0
3/3/2025,43056678,3/3/2025,Free,Active,Monday,False,0,59,5,0,0,0,0
3/3/2025,13622058,3/3/2025,Free,Active,Monday,False,0,1,3,1,0,0,0
3/5/2025,13622058,3/3/2025,Free,Active,Wednesday,False,2,2,2,1,0,0,0
4/18/2025,13622058,3/3/2025,Free,Active,Friday,False,46,9,2,1,0,0,0
3/3/2025,29717855,3/3/2025,Free,Active,Monday,False,0,5,2,0,1,0,0
3/6/2025,29717855,3/3/2025,Free,Active,Thursday,False,3,1,2,1,0,0,0
3/3/2025,71019334,3/3/2025,Free,Active,Monday,False,0,2,2,0,0,0,0
4/30/2025,71019334,3/3/2025,Free,Active,Wednesday,False,58,8,2,0,0,0,0
3/3/2025,99484995,3/3/2025,Free,Active,Monday,False,0,20,2,2,0,0,0
3/4/2025,99484995,3/3/2025,Free,Active,Tuesday,False,1,42,0,2,0,0,0
3/3/2025,99327256,3/3/2025,Free,Active,Monday,False,0,29,7,1,0,0,0
3/17/2025,99327256,3/3/2025,Free,Active,Monday,False,14,25,3,0,0,0,0
3/3/2025,77238053,3/3/2025,Free,Active,Monday,False,0,99,1,0,0,0,4
3/3/2025,62149813,3/3/2025,Free,Active,Monday,False,0,73,1,1,0,0,0
3/3/2025,91691834,3/3/2025,Free,Active,Monday,False,0,5,0,0,0,0,0
3/3/2025,81950545,3/3/2025,Free,Active,Monday,False,0,4,0,1,0,5,0
3/24/2025,81950545,3/3/2025,Free,Active,Monday,False,21,4,0,0,0,0,0
3/3/2025,90092190,3/3/2025,Free,Active,Monday,False,0,95,5,5,0,0,0
5/1/2025,90092190,3/3/2025,Free,Active,Thursday,False,59,67,3,0,0,0,0
3/3/2025,42579397,3/3/2025,Free,Active,Monday,False,0,2,1,1,0,0,0
3/11/2025,42579397,3/3/2025,Free,Active,Tuesday,False,8,4,3,1,0,0,3
3/3/2025,13580509,3/3/2025,Free,Active,Monday,False,0,95,2,2,0,0,0
3/3/2025,57287093,3/3/2025,Free,Active,Monday,False,0,5,2,1,0,0,0
3/3/2025,88814477,3/3/2025,Free,Active,Monday,False,0,4,1,0,0,0,0
3/5/2025,88814477,3/3/2025,Free,Active,Wednesday,False,2,1,0,0,0,0,0
3/6/2025,88814477,3/3/2025,Free,Active,Thursday,False,3,5,3,1,0,0,0
3/14/2025,88814477,3/3/2025,Free,Active,Friday,False,11,8,1,0,0,0,0
3/15/2025,88814477,3/3/2025,Free,Active,Saturday,True,12,7,2,0,0,0,0
3/25/2025,88814477,3/3/2025,Free,Active,Tuesday,False,22,6,0,1,0,0,0
3/26/2025,88814477,3/3/2025,Free,Active,Wednesday,False,23,2,2,1,0,0,0
3/27/2025,88814477,3/3/2025,Free,Active,Thursday,False,24,7,2,0,0,0,0
3/29/2025,88814477,3/3/2025,Free,Active,Saturday,True,26,10,2,0,0,0,0
3/31/2025,88814477,3/3/2025,Free,Active,Monday,False,28,6,2,0,0,0,0
4/1/2025,88814477,3/3/2025,Free,Active,Tuesday,False,29,4,3,1,0,0,0
4/2/2025,88814477,3/3/2025,Free,Active,Wednesday,False,30,6,3,1,0,0,0
4/3/2025,88814477,3/3/2025,Free,Active,Thursday,False,31,9,3,1,0,0,0
4/4/2025,88814477,3/3/2025,Free,Active,Friday,False,32,6,1,0,0,0,0
4/5/2025,88814477,3/3/2025,Free,Active,Saturday,True,33,5,0,0,0,0,0
4/6/2025,88814477,3/3/2025,Free,Active,Sunday,True,34,7,0,1,0,0,0
4/7/2025,88814477,3/3/2025,Free,Active,Monday,False,35,9,1,0,0,0,0
4/10/2025,88814477,3/3/2025,Free,Active,Thursday,False,38,4,1,0,0,0,0
4/11/2025,88814477,3/3/2025,Free,Active,Friday,False,39,7,2,1,0,0,0
4/13/2025,88814477,3/3/2025,Free,Active,Sunday,True,41,3,0,1,0,0,0
4/14/2025,88814477,3/3/2025,Free,Active,Monday,False,42,5,3,1,0,0,0
4/17/2025,88814477,3/3/2025,Free,Active,Thursday,False,45,1,0,1,0,0,0
4/18/2025,88814477,3/3/2025,Free,Active,Friday,False,46,7,2,0,0,0,0
4/19/2025,88814477,3/3/2025,Free,Active,Saturday,True,47,8,0,1,0,0,0
4/20/2025,88814477,3/3/2025,Free,Active,Sunday,True,48,2,1,1,0,0,3
4/21/2025,88814477,3/3/2025,Free,Active,Monday,False,49,1,2,1,0,0,0
4/22/2025,88814477,3/3/2025,Free,Active,Tuesday,False,50,9,1,1,0,0,0
4/23/2025,88814477,3/3/2025,Free,Active,Wednesday,False,51,4,1,1,0,0,0
4/24/2025,88814477,3/3/2025,Free,Active,Thursday,False,52,10,1,1,0,0,0
4/25/2025,88814477,3/3/2025,Free,Active,Friday,False,53,8,1,1,0,0,0
4/26/2025,88814477,3/3/2025,Free,Active,Saturday,True,54,10,2,1,8,0,0
4/29/2025,88814477,3/3/2025,Free,Active,Tuesday,False,57,5,1,1,0,0,0
4/30/2025,88814477,3/3/2025,Free,Active,Wednesday,False,58,9,2,0,0,0,0
5/1/2025,88814477,3/3/2025,Free,Active,Thursday,False,59,1,0,1,0,0,0
3/3/2025,90766127,3/3/2025,Free,Active,Monday,False,0,88,5,0,0,0,0
3/4/2025,90766127,3/3/2025,Free,Active,Tuesday,False,1,36,7,2,0,0,0
3/5/2025,90766127,3/3/2025,Free,Active,Wednesday,False,2,92,3,4,0,0,2
3/6/2025,90766127,3/3/2025,Paid,Active,Thursday,False,3,183,8,10,9,0,0
3/7/2025,90766127,3/3/2025,Paid,Active,Friday,False,4,100,43,7,0,0,0
3/10/2025,90766127,3/3/2025,Paid,Active,Monday,False,7,174,36,15,0,3,0
3/15/2025,90766127,3/3/2025,Paid,Active,Saturday,True,12,96,9,10,0,0,0
3/17/2025,90766127,3/3/2025,Paid,Active,Monday,False,14,154,21,8,0,3,3
3/21/2025,90766127,3/3/2025,Paid,Active,Friday,False,18,79,24,10,0,0,0
3/3/2025,53178132,3/3/2025,Free,Active,Monday,False,0,48,6,3,0,0,0
3/3/2025,78143880,3/3/2025,Free,Active,Monday,False,0,16,0,0,0,0,0
3/4/2025,78143880,3/3/2025,Free,Active,Tuesday,False,1,17,1,1,0,0,0
3/6/2025,78143880,3/3/2025,Free,Active,Thursday,False,3,43,2,1,0,0,3
3/7/2025,78143880,3/3/2025,Free,Active,Friday,False,4,44,2,4,0,0,0
3/10/2025,78143880,3/3/2025,Free,Active,Monday,False,7,26,2,4,0,0,0
3/11/2025,78143880,3/3/2025,Free,Active,Tuesday,False,8,35,0,5,0,0,0
3/13/2025,78143880,3/3/2025,Free,Active,Thursday,False,10,21,2,0,0,0,0
3/18/2025,78143880,3/3/2025,Free,Active,Tuesday,False,15,16,0,3,0,0,0
3/19/2025,78143880,3/3/2025,Free,Active,Wednesday,False,16,10,2,2,0,1,3
3/21/2025,78143880,3/3/2025,Free,Active,Friday,False,18,37,1,2,0,0,0
3/24/2025,78143880,3/3/2025,Free,Active,Monday,False,21,41,1,0,0,4,0
3/25/2025,78143880,3/3/2025,Free,Active,Tuesday,False,22,37,0,0,0,0,0
3/26/2025,78143880,3/3/2025,Free,Active,Wednesday,False,23,25,2,0,0,0,0
3/27/2025,78143880,3/3/2025,Free,Active,Thursday,False,24,50,2,2,0,0,0
3/28/2025,78143880,3/3/2025,Free,Active,Friday,False,25,49,1,4,0,0,0
4/2/2025,78143880,3/3/2025,Free,Active,Wednesday,False,30,19,2,4,0,0,0
4/3/2025,78143880,3/3/2025,Free,Active,Thursday,False,31,45,0,3,0,0,0
4/8/2025,78143880,3/3/2025,Free,Active,Tuesday,False,36,43,0,4,0,0,0
4/9/2025,78143880,3/3/2025,Free,Active,Wednesday,False,37,12,1,5,0,0,0
4/14/2025,78143880,3/3/2025,Free,Active,Monday,False,42,24,0,2,0,5,3
4/16/2025,78143880,3/3/2025,Free,Active,Wednesday,False,44,21,2,2,0,0,0
4/17/2025,78143880,3/3/2025,Free,Active,Thursday,False,45,45,2,1,0,0,0
4/21/2025,78143880,3/3/2025,Free,Active,Monday,False,49,40,0,5,0,0,0
4/22/2025,78143880,3/3/2025,Free,Active,Tuesday,False,50,22,2,2,0,0,0
4/25/2025,78143880,3/3/2025,Free,Active,Friday,False,53,28,2,5,0,0,0
4/29/2025,78143880,3/3/2025,Free,Active,Tuesday,False,57,28,0,4,0,0,0
4/30/2025,78143880,3/3/2025,Free,Active,Wednesday,False,58,28,2,1,0,3,0
5/1/2025,78143880,3/3/2025,Free,Active,Thursday,False,59,36,1,1,0,0,0
3/3/2025,53649398,3/3/2025,Free,Active,Monday,False,0,2,3,0,0,0,0
3/6/2025,53649398,3/3/2025,Free,Active,Thursday,False,3,3,0,1,0,0,2
3/3/2025,75268529,3/3/2025,Free,Active,Monday,False,0,6,1,1,0,0,0
3/4/2025,75268529,3/3/2025,Free,Active,Tuesday,False,1,1,3,1,0,0,4
3/10/2025,75268529,3/3/2025,Free,Active,Monday,False,7,7,1,0,0,0,0
3/11/2025,75268529,3/3/2025,Free,Active,Tuesday,False,8,7,0,1,5,0,0
3/12/2025,75268529,3/3/2025,Free,Active,Wednesday,False,9,4,3,0,0,0,0
3/14/2025,75268529,3/3/2025,Free,Active,Friday,False,11,7,1,0,0,3,0
3/24/2025,75268529,3/3/2025,Free,Active,Monday,False,21,10,3,0,3,0,0
3/27/2025,75268529,3/3/2025,Free,Active,Thursday,False,24,1,1,0,0,0,0
3/28/2025,75268529,3/3/2025,Free,Active,Friday,False,25,4,1,1,0,0,0
3/31/2025,75268529,3/3/2025,Free,Active,Monday,False,28,1,1,1,0,0,0
4/1/2025,75268529,3/3/2025,Free,Active,Tuesday,False,29,3,3,1,0,0,0
4/2/2025,75268529,3/3/2025,Free,Active,Wednesday,False,30,9,0,1,0,0,0
4/3/2025,75268529,3/3/2025,Free,Active,Thursday,False,31,4,1,0,0,0,0
4/4/2025,75268529,3/3/2025,Free,Active,Friday,False,32,1,2,0,0,0,0
4/7/2025,75268529,3/3/2025,Free,Active,Monday,False,35,4,3,0,0,0,0
4/9/2025,75268529,3/3/2025,Free,Active,Wednesday,False,37,5,1,0,0,0,0
4/10/2025,75268529,3/3/2025,Free,Active,Thursday,False,38,7,1,0,0,0,0
4/11/2025,75268529,3/3/2025,Free,Active,Friday,False,39,6,2,1,0,0,0
4/16/2025,75268529,3/3/2025,Free,Active,Wednesday,False,44,3,0,1,0,1,0
4/18/2025,75268529,3/3/2025,Free,Active,Friday,False,46,7,0,0,0,0,0
4/22/2025,75268529,3/3/2025,Free,Active,Tuesday,False,50,6,2,0,0,0,0
4/24/2025,75268529,3/3/2025,Free,Active,Thursday,False,52,9,1,1,0,0,0
4/25/2025,75268529,3/3/2025,Free,Active,Friday,False,53,1,2,0,0,0,0
4/29/2025,75268529,3/3/2025,Free,Active,Tuesday,False,57,7,0,0,0,0,0
5/1/2025,75268529,3/3/2025,Free,Active,Thursday,False,59,7,3,0,0,0,0
3/3/2025,74119455,3/3/2025,Free,Active,Monday,False,0,5,2,1,0,0,0
3/4/2025,74119455,3/3/2025,Free,Active,Tuesday,False,1,2,1,0,0,0,0
3/8/2025,74119455,3/3/2025,Free,Active,Saturday,True,5,9,1,1,0,0,0
3/10/2025,74119455,3/3/2025,Free,Active,Monday,False,7,10,1,1,0,0,5
3/13/2025,74119455,3/3/2025,Free,Active,Thursday,False,10,5,3,1,0,0,0
3/16/2025,74119455,3/3/2025,Free,Active,Sunday,True,13,1,2,0,0,0,0
3/17/2025,74119455,3/3/2025,Free,Active,Monday,False,14,4,3,0,0,0,0
3/19/2025,74119455,3/3/2025,Free,Active,Wednesday,False,16,7,0,0,3,2,0
3/21/2025,74119455,3/3/2025,Free,Active,Friday,False,18,9,0,0,0,0,1
3/23/2025,74119455,3/3/2025,Free,Active,Sunday,True,20,9,2,0,0,0,0
3/24/2025,74119455,3/3/2025,Free,Active,Monday,False,21,8,2,1,0,0,0
3/25/2025,74119455,3/3/2025,Free,Active,Tuesday,False,22,10,2,1,0,0,0
3/26/2025,74119455,3/3/2025,Free,Active,Wednesday,False,23,6,1,1,8,0,0
3/28/2025,74119455,3/3/2025,Free,Active,Friday,False,25,4,2,1,0,4,0
3/30/2025,74119455,3/3/2025,Free,Active,Sunday,True,27,4,3,1,0,3,0
3/31/2025,74119455,3/3/2025,Free,Active,Monday,False,28,7,1,0,0,5,0
4/1/2025,74119455,3/3/2025,Free,Active,Tuesday,False,29,6,1,0,0,0,0
4/3/2025,74119455,3/3/2025,Free,Active,Thursday,False,31,4,0,1,0,0,0
4/4/2025,74119455,3/3/2025,Free,Active,Friday,False,32,10,3,1,0,0,0
4/6/2025,74119455,3/3/2025,Free,Active,Sunday,True,34,9,0,1,0,0,0
4/7/2025,74119455,3/3/2025,Free,Active,Monday,False,35,8,3,1,0,0,0
4/8/2025,74119455,3/3/2025,Free,Active,Tuesday,False,36,8,2,0,0,0,0
4/9/2025,74119455,3/3/2025,Free,Active,Wednesday,False,37,5,1,1,0,0,0
4/10/2025,74119455,3/3/2025,Free,Active,Thursday,False,38,8,0,1,0,0,0
4/12/2025,74119455,3/3/2025,Free,Active,Saturday,True,40,8,0,1,0,0,0
4/13/2025,74119455,3/3/2025,Free,Active,Sunday,True,41,1,2,1,0,0,0
4/14/2025,74119455,3/3/2025,Free,Active,Monday,False,42,3,2,1,0,0,0
4/15/2025,74119455,3/3/2025,Free,Active,Tuesday,False,43,4,1,0,0,0,0
4/16/2025,74119455,3/3/2025,Free,Active,Wednesday,False,44,4,1,0,0,0,0
4/17/2025,74119455,3/3/2025,Free,Active,Thursday,False,45,1,1,1,0,0,0
4/19/2025,74119455,3/3/2025,Free,Active,Saturday,True,47,9,3,0,0,0,0
4/20/2025,74119455,3/3/2025,Free,Active,Sunday,True,48,6,0,1,0,0,0
4/21/2025,74119455,3/3/2025,Free,Active,Monday,False,49,2,3,0,0,0,0
4/22/2025,74119455,3/3/2025,Free,Active,Tuesday,False,50,10,1,1,0,0,0
4/23/2025,74119455,3/3/2025,Free,Active,Wednesday,False,51,8,3,0,0,0,0
4/24/2025,74119455,3/3/2025,Free,Active,Thursday,False,52,7,0,1,0,0,0
4/26/2025,74119455,3/3/2025,Free,Active,Saturday,True,54,5,3,0,0,0,0
4/27/2025,74119455,3/3/2025,Free,Active,Sunday,True,55,5,0,0,0,0,0
4/28/2025,74119455,3/3/2025,Free,Active,Monday,False,56,2,2,0,0,0,5
4/29/2025,74119455,3/3/2025,Free,Active,Tuesday,False,57,10,2,0,0,0,3
4/30/2025,74119455,3/3/2025,Free,Active,Wednesday,False,58,4,3,1,0,0,0
5/1/2025,74119455,3/3/2025,Free,Active,Thursday,False,59,7,2,0,0,0,0
3/3/2025,84984509,3/3/2025,Free,Active,Monday,False,0,60,7,3,0,0,0
3/5/2025,84984509,3/3/2025,Free,Active,Wednesday,False,2,56,4,2,0,0,0
3/6/2025,84984509,3/3/2025,Free,Active,Thursday,False,3,27,6,0,0,0,0
3/8/2025,84984509,3/3/2025,Free,Active,Saturday,True,5,82,10,2,0,0,0
3/11/2025,84984509,3/3/2025,Free,Active,Tuesday,False,8,37,3,5,0,0,0
3/12/2025,84984509,3/3/2025,Paid,Active,Wednesday,False,9,145,21,13,2,0,0
3/13/2025,84984509,3/3/2025,Paid,Active,Thursday,False,10,161,17,9,0,0,0
3/15/2025,84984509,3/3/2025,Paid,Cancelled,Saturday,True,12,25,15,5,0,4,0
3/3/2025,48474728,3/3/2025,Free,Active,Monday,False,0,2,2,0,0,0,0
3/5/2025,48474728,3/3/2025,Free,Active,Wednesday,False,2,8,0,1,0,0,0
3/6/2025,48474728,3/3/2025,Free,Active,Thursday,False,3,7,3,1,0,0,0
3/11/2025,48474728,3/3/2025,Free,Active,Tuesday,False,8,10,1,0,0,0,0
3/12/2025,48474728,3/3/2025,Free,Active,Wednesday,False,9,6,2,0,0,0,0
3/13/2025,48474728,3/3/2025,Free,Active,Thursday,False,10,2,3,0,0,0,0
3/17/2025,48474728,3/3/2025,Free,Active,Monday,False,14,4,3,1,0,4,0
3/18/2025,48474728,3/3/2025,Free,Active,Tuesday,False,15,2,3,0,0,0,0
3/19/2025,48474728,3/3/2025,Free,Active,Wednesday,False,16,4,0,0,0,1,0
3/20/2025,48474728,3/3/2025,Free,Active,Thursday,False,17,6,3,1,0,0,0
3/21/2025,48474728,3/3/2025,Free,Active,Friday,False,18,6,2,0,0,0,0
3/24/2025,48474728,3/3/2025,Free,Active,Monday,False,21,8,2,1,0,0,0
3/26/2025,48474728,3/3/2025,Free,Active,Wednesday,False,23,2,0,1,0,0,0
3/28/2025,48474728,3/3/2025,Free,Active,Friday,False,25,3,3,1,0,0,0
3/31/2025,48474728,3/3/2025,Free,Active,Monday,False,28,7,1,0,0,0,0
4/2/2025,48474728,3/3/2025,Free,Active,Wednesday,False,30,10,0,1,0,0,0
4/3/2025,48474728,3/3/2025,Free,Active,Thursday,False,31,5,3,0,0,0,0
4/4/2025,48474728,3/3/2025,Free,Active,Friday,False,32,8,2,1,0,0,0
4/7/2025,48474728,3/3/2025,Free,Active,Monday,False,35,3,3,1,0,0,0
4/8/2025,48474728,3/3/2025,Free,Active,Tuesday,False,36,8,2,0,0,0,4
4/9/2025,48474728,3/3/2025,Free,Active,Wednesday,False,37,10,3,1,0,0,0
4/10/2025,48474728,3/3/2025,Free,Active,Thursday,False,38,2,0,0,0,0,0
4/16/2025,48474728,3/3/2025,Free,Active,Wednesday,False,44,7,1,1,0,0,3
4/17/2025,48474728,3/3/2025,Free,Active,Thursday,False,45,8,3,0,3,0,0
4/22/2025,48474728,3/3/2025,Free,Active,Tuesday,False,50,8,1,0,0,0,0
4/23/2025,48474728,3/3/2025,Free,Active,Wednesday,False,51,10,1,1,0,0,0
4/28/2025,48474728,3/3/2025,Free,Active,Monday,False,56,3,2,0,6,0,0
